Index,Company,Account Type,Twitter Handle,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
0,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2008-04-12 15:27:45+00:00,350005,167,20309,2408,9922,1488,151722,146,65394,94708,26151,1546
0,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2013-09-03 20:12:00+00:00,5395,1876,1631,76,9604,1048,49,40,5452,10540,697,583
0,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2011-03-10 19:40:07+00:00,1533,426,2827,41,1180,1024,26,107,951,4248,203,119
0,AMEREN CORP,Corporate,@AmerenCorp,2009-07-10 10:31:28+00:00,29398,290,1769,366,2640,285,478,93,3828,5982,464,216
0,VERISK ANALYTICS INC,Corporate,@Verisk,2009-03-18 21:39:52+00:00,4168,1073,1728,214,9819,1053,56,82,6286,37771,281,322
0,MARTIN MARIETTA MATERIALS INC.,Corporate,@MartinMarietta,2010-08-20 20:32:28+00:00,1099,0,0,18,0,0,0,0,0,0,0,0
0,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2010-03-12 15:09:41+00:00,7672,862,491,169,1869,508,191,13,1303,1834,156,69
0,INVESCO LTD,Corporate,@InvescoUS,2011-01-20 20:53:50+00:00,229825,522,18,894,3914,1965,35,19,25837,143503,6085,1068
0,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2010-11-01 22:01:21+00:00,25147,134,10667,320,13090,856,18957,86,25657,94035,9550,2394
0,MARATHON OIL CORP,Corporate,@MarathonOil,2008-08-07 17:52:36+00:00,105798,846,10,741,2396,1187,113,54,4347,5725,549,183
0,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2009-08-07 14:30:59+00:00,17248,1906,5402,319,7802,3413,9330,217,11586,26406,2610,1828
0,XILINX INC,Corporate,@XilinxInc,2009-05-06 23:11:19+00:00,39885,740,1988,854,7315,3103,546,144,19836,38146,874,1195
0,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2011-06-15 13:21:57+00:00,22439,588,736,276,3897,890,145,47,7006,6497,661,378
0,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2008-03-17 14:10:24+00:00,47527,1477,11086,849,8417,1133,440,300,17753,65730,1418,1918
0,REPUBLIC SERVICES INC,Corporate,@RepublicService,2011-01-10 03:18:33+00:00,14205,2613,3159,178,2536,733,6938,85,5456,16102,1422,547
0,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2012-01-30 20:11:25+00:00,5362,396,716,147,2182,313,210,54,2029,5572,203,180
0,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2010-07-08 18:06:54+00:00,16247,695,4756,346,8197,1073,1758,143,26327,49161,3418,881
0,CENTENE CORP.,Corporate,@Centene,2009-03-12 19:46:37+00:00,5754,64,46,144,1183,26,7,1,935,4222,489,144
0,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2015-02-11 21:31:52+00:00,106580,197,588,105,1455,88,639,85,16548,78606,4435,1358
0,ADVANCE AUTO PARTS INC,Corporate,@AdvanceAuto,2009-09-23 21:31:49+00:00,43972,358,10335,298,15684,2137,10388,1009,21529,88779,11849,2077
0,AMETEK INC,Corporate,@AMETEKInc,2011-02-24 14:08:24+00:00,3384,513,831,73,1215,1157,23,26,612,1709,62,88
0,L-3 COMMUNICATIONS HOLDINGS INC,Corporate,@L3HarrisTech,2009-11-03 16:41:25+00:00,20627,855,1687,504,7319,479,47,647,16784,55422,1679,1148
0,LINEAR TECHNOLOGY CORP,Corporate,@LinearTech,2009-03-26 18:10:24+00:00,19697,2244,1849,339,1313,494,13,2,1031,1268,81,28
0,CIMAREX ENERGY,Corporate,@Cimarex,2017-03-03 13:58:57+00:00,201,7,0,5,1,1,0,0,0,2,0,0
0,KLA TENCOR CORP,Corporate,@KLAcorp,2011-05-12 22:36:17+00:00,4109,1068,645,114,2630,226,50,87,922,4408,164,153
0,WATER CORP CORP,Corporate,@watercorpwa,2010-04-16 02:44:20+00:00,10008,2763,4100,173,4987,799,2452,255,6304,9822,893,431
0,ACUITY BRANDS INC.,Corporate,@AcuityBrands,2009-04-20 13:10:35+00:00,7082,310,2479,124,3831,479,269,84,3837,8413,247,220
0,MICROCHIP TECHNOLOGY INC,Corporate,@MicrochipTech,2008-09-18 19:07:39+00:00,55548,405,6870,1109,12465,5668,1404,100,22925,51331,1215,3285
0,QUEST DIAGNOSTICS INC,Corporate,@QuestDX,2009-09-22 23:06:29+00:00,12697,634,4380,259,3923,1465,5704,163,5196,10718,1137,561
0,CAMPBELL SOUP,Corporate,@CampbellSoupCo,2009-05-01 18:35:16+00:00,95564,70,2355,852,4130,889,1902,97,12714,31672,6688,2307
0,EXTRA SPACE STORAGE INC.,Corporate,@extraspace,2008-11-14 03:49:17+00:00,5941,1718,2122,145,7193,256,6991,35,2279,3187,1328,161
0,DOVER CORP,Corporate,@DoverCorp,2012-06-07 18:53:15+00:00,1048,75,38,13,551,7,0,7,398,1203,29,40
0,PENTAIR,Corporate,@Pentair,2015-03-04 20:19:20+00:00,3959,465,1600,63,646,48,361,47,982,3775,167,143
0,FEDERAL REALTY INVESTMENT TRUST RE,Corporate,@FederalRealty,2009-09-23 15:35:49+00:00,2499,233,1624,92,694,855,91,74,464,755,63,39
0,MATTEL INC,Corporate,@Mattel,2009-12-21 20:01:40+00:00,203087,986,20493,674,3168,885,14171,95,1091791,3825458,133028,119087
0,MOTOROLA SOLUTIONS INC,Corporate,@MotoSolutions,2010-09-27 11:21:04+00:00,27456,3120,10797,449,13236,1839,2265,418,29948,45395,1778,1114
0,COACH INC,Corporate,@Coach,2009-09-10 19:38:59+00:00,616653,778,6836,3470,10701,1195,2520,55,282336,867272,27975,14542
0,LOEWS CORP,Corporate,@Lcareers,2011-12-15 19:42:40+00:00,60,52,0,2,94,0,0,0,0,2,3,0
0,LINCOLN NATIONAL CORP,Corporate,@lincolnfingroup,2009-06-19 02:28:08+00:00,10690,271,2099,200,4541,423,552,124,22205,80708,6066,1579
0,TEXTRON INC,Corporate,@Textron,2013-06-07 21:25:16+00:00,11745,140,2327,245,878,4650,15,65,823,3234,162,83
0,CH ROBINSON WORLDWIDE INC,Corporate,@CHRobinsonInc,2017-03-07 21:58:47+00:00,77,51,0,1,1,1,0,0,2,2,1,0
0,BALL CORP,Corporate,@BallCorpHQ,2009-03-05 22:03:23+00:00,6993,1943,2028,151,2274,351,188,162,2964,11345,815,405
0,EASTMAN CHEMICAL,Corporate,@EastmanChemCo,2009-09-24 16:26:09+00:00,10001,525,1484,209,1462,291,48,81,2080,5178,216,223
0,SYMANTEC CORP,Corporate,@symantec,2008-11-19 01:12:57+00:00,200052,3370,32472,3913,19186,2813,2856,95,175781,154290,11051,3144
0,HANESBRANDS INC,Corporate,@Hanes,2009-04-22 17:40:12+00:00,27504,94,2426,316,1456,162,9071,70,11946,17024,8222,800
0,D R HORTON INC,Corporate,@DRHorton,2010-02-10 20:46:42+00:00,16171,3,3864,343,4611,284,5441,50,3162,8823,1529,188
0,INTERNATIONAL FLAVORS & FRAGRANCES,Corporate,@IFF,2014-06-05 16:02:28+00:00,7023,2387,2538,98,1826,513,49,93,2145,5466,150,122
0,SCANA CORP,Corporate,@scanaenergy,2009-04-21 18:04:05+00:00,2322,327,445,44,1286,42,1255,26,379,1634,124,38
0,WESTROCK,Corporate,@WestRock,2010-09-10 15:43:20+00:00,7174,1034,1207,191,2778,923,490,92,3544,8199,668,242
0,COLUMBIA PIPELINE GROUP INC,Corporate,@TCEnergy,2011-08-24 16:00:09+00:00,27952,806,1732,381,7831,1336,444,370,21577,28830,3721,1281
0,SL GREEN REALTY REIT CORP,Corporate,@SLGreen,2012-06-14 01:02:36+00:00,1657,62,559,23,511,205,27,7,300,1859,120,51
0,LKQ CORP,Corporate,@LKQCorp,2010-07-12 14:06:27+00:00,3904,905,47,63,911,29,23,3,287,1452,82,56
0,CARMAX INC,Corporate,@CarMax,2007-06-22 20:37:13+00:00,37537,5827,4209,639,3907,1440,31864,41,5979,18945,2602,616
0,CENTERPOINT ENERGY INC,Corporate,@CenterPoint,2010-03-08 17:48:36+00:00,16736,1598,3507,261,7911,2535,5652,665,6920,13617,1809,713
0,BROWN FORMAN CORP CLASS B,Corporate,@brownforman,2018-05-23 14:27:53+00:00,1957,41,1297,56,2569,40,179,21,1993,13823,539,302
0,MACERICH REIT,Corporate,@MacerichCo,2014-03-03 22:35:04+00:00,54,11,3,4,0,0,0,0,0,0,0,0
0,WESTERN UNION,Corporate,@WesternUnion,2009-04-11 01:44:30+00:00,622082,508,3200,636,5966,1017,57415,138,48128,184597,16111,2611
0,AKAMAI TECHNOLOGIES INC,Corporate,@Akamai,2009-01-27 22:58:24+00:00,124641,2951,4260,1493,20360,3330,1620,125,59362,174843,4267,1994
0,XL GROUP PLC,Corporate,@XLCatlin,2018-04-06 07:54:27+00:00,20,0,0,0,0,0,0,0,0,0,0,0
0,KANSAS CITY SOUTHERN,Corporate,@CanadianPacific,2009-02-27 19:25:18+00:00,33763,1674,1983,370,4035,892,930,279,18930,59982,3522,2028
0,HASBRO INC,Corporate,@Hasbro,2009-09-30 01:57:17+00:00,187765,581,4542,1344,5474,3472,4309,178,84264,210171,26446,17646
0,ONEOK INC,Corporate,@ONEOK,2009-08-11 21:48:16+00:00,3544,103,162,86,955,47,15,18,307,673,54,24
0,CA INC,Corporate,@CAinc,2008-05-15 18:56:43+00:00,110855,15331,12293,1591,22896,5876,1967,198,171129,174353,7122,3255
0,INTERPUBLIC GROUP OF COMPANIES INC,Corporate,@InterpublicIPG,2011-09-22 16:11:05+00:00,14109,679,5732,416,7335,2204,183,186,8262,21788,393,788
0,MOSAIC,Corporate,@MosaicCompany,2009-03-30 16:31:37+00:00,9655,643,117,193,3023,253,115,79,2844,4492,303,163
0,XEROX CORP,Corporate,@Xerox,2008-08-26 02:33:30+00:00,171216,2169,7411,1339,14592,2383,6935,166,61496,94082,6642,3119
0,HORMEL FOODS CORP,Corporate,@HormelFoods,2008-01-21 14:29:19+00:00,66850,1488,7989,684,9822,2108,4444,124,16958,38126,8139,1032
0,TESORO CORP.,Corporate,@Andeavor,2013-07-03 19:33:15+00:00,3370,589,1008,95,861,142,72,22,1394,2975,99,88
0,SNAP-ON INC.,Corporate,@Snapon_Tools,2009-01-12 05:06:39+00:00,39887,117,19932,247,2986,1453,667,30,12130,63560,4968,969
0,SEALED AIR CORP,Corporate,@Sealed_Air,2009-07-24 17:41:17+00:00,4498,781,1274,133,1362,774,14,110,2493,5022,119,197
0,MICHAEL KORS HOLDINGS LTD,Corporate,@MichaelKors,2010-06-08 17:15:41+00:00,3384465,564,3425,8116,12605,232,440,42,778863,2300110,87280,26260
0,EXPEDITORS INTERNATIONAL OF WASHIN,Corporate,@EXPD_Official,2012-07-26 22:20:52+00:00,3119,240,689,60,2681,52,14,20,831,2842,55,58
0,UDR INC.,Corporate,@UDRMarketing,2010-07-02 13:49:32+00:00,1089,507,101,61,1447,23,168,12,251,856,67,18
0,IRON MOUNTAIN INC,Corporate,@IronMountain,2009-02-20 20:19:46+00:00,9203,1524,3024,339,9497,958,921,122,7027,8778,580,301
0,CBRE GROUP INC,Corporate,@CBRE,2009-04-23 17:44:16+00:00,134403,681,4799,1574,5097,2117,179,16,56702,65311,2150,1830
0,HOLOGIC INC.,Corporate,@Hologic,2009-04-09 15:49:23+00:00,7252,486,2563,155,5994,471,59,139,11460,23239,797,738
0,LENNAR A CORP,Corporate,@Lennar,2008-07-11 22:13:09+00:00,243958,156811,189,2528,17658,1823,5853,8,45419,77120,15873,5206
0,STERICYCLE INC,Corporate,@Stericycle_Inc,2011-11-28 15:14:28+00:00,2030,164,309,60,1885,424,225,27,1031,1569,124,51
0,ARTHUR J GALLAGHER,Corporate,@GallagherGlobal,2010-03-16 21:54:10+00:00,7712,1087,2775,184,5480,569,115,129,6456,17174,422,438
0,UNUM GROUP,Corporate,@unumnews,2009-01-27 20:34:26+00:00,6443,390,1844,146,7478,1358,247,215,10859,6781,499,592
0,BEST BUY INC,Corporate,@BestBuy,2008-11-19 00:23:16+00:00,1219629,82,27803,6420,59580,2230,49004,72,313078,1893536,235131,41425
0,ALASKA AIR GROUP INC,Corporate,@AlaskaAir,2008-02-07 05:17:36+00:00,395605,5994,37668,3866,17979,747,346857,527,144086,534628,138512,23200
0,CINTAS CORP,Corporate,@CintasCorp,2008-12-05 21:16:15+00:00,8242,1487,1062,169,2115,166,684,30,4804,12013,741,201
0,HARLEY DAVIDSON INC,Corporate,@harleydavidson,2008-11-04 21:15:24+00:00,487056,1432,7273,2328,10723,2509,2971,41,449293,1385196,39785,14692
0,JUNIPER NETWORKS INC,Corporate,@JuniperNetworks,2008-05-14 16:59:46+00:00,106790,2937,6310,1721,15620,1966,1292,142,69689,141653,7914,2079
0,F5 NETWORKS INC,Corporate,@F5,2008-06-16 17:42:12+00:00,45684,9865,11482,1339,24121,2258,1707,121,42948,75819,2283,2056
0,WYNN RESORTS LTD,Corporate,@WynnLasVegas,2009-04-14 21:59:32+00:00,553375,7541,8593,3791,4621,1204,5980,148,40925,98914,9089,2767
0,VERISIGN INC,Corporate,@VERISIGN,2009-01-30 16:41:30+00:00,46028,73,1688,950,8986,1114,406,194,26371,47766,2129,361
0,NEWFIELD EXPLORATION,Corporate,@NFXCo,2009-03-29 03:18:00+00:00,75,1,0,0,1,0,0,0,0,0,0,0
0,VARIAN MEDICAL SYSTEMS INC,Corporate,@VarianMedSys,2011-08-23 17:37:10+00:00,9605,816,1593,129,2376,188,67,162,3770,12071,212,358
0,HUNTINGTON BANCSHARES INC,Corporate,@Huntington_Bank,2009-09-28 17:20:41+00:00,22699,1490,3232,209,2715,582,3500,20,4033,11474,2223,507
0,NISOURCE INC,Corporate,@NiSourceInc,2014-02-05 21:12:43+00:00,1735,232,354,45,656,209,23,37,687,1644,68,126
0,PVH CORP,Corporate,@PVHCorp,2018-05-14 13:01:16+00:00,2961,48,881,29,407,402,25,32,365,1820,109,75
0,COMERICA INC,Corporate,@ComericaBank,2012-07-12 20:25:14+00:00,2635,486,2365,65,2767,1435,1090,205,1997,5483,542,217
0,TRIPADVISOR INC,Corporate,@TripAdvisor,2008-09-19 16:40:46+00:00,3424058,3666,4363,14137,218396,982,12053,105,187592,311197,46407,11023
0,DARDEN RESTAURANTS INC,Corporate,@darden,2011-09-13 14:58:58+00:00,15318,317,728,221,2434,291,597,50,2612,5815,707,127
0,RANGE RESOURCES CORP,Corporate,@Range_Resources,2012-01-03 20:30:28+00:00,4135,284,1270,72,4078,776,40,39,5939,8552,640,278
0,CABLEVISION SYSTEMS CORP CLASS A,Corporate,@AlticeUSA,2015-12-21 09:42:19+00:00,3279,342,826,25,192,236,343,11,431,1247,447,116
0,WYNDHAM WORLDWIDE CORP,Corporate,@Wyndham,2009-03-04 05:21:43+00:00,41,0,0,1,0,0,1,0,0,0,0,0
0,FOOT LOCKER INC,Corporate,@footlocker,2009-02-26 16:51:45+00:00,1599404,4026,4019,3309,51611,2058,105636,289,1353698,3595094,186726,88225
0,BORGWARNER INC,Corporate,@BorgWarner,2014-10-21 17:22:02+00:00,5283,694,1537,81,1675,364,116,58,2720,13158,419,276
0,AES CORP,Corporate,@TheAESCorp,2014-06-02 15:50:44+00:00,4195,516,1346,81,1747,45,14,36,3198,14705,230,393
0,NASDAQ INC,Corporate,@NASDAQ,2008-10-29 02:19:31+00:00,88225,6913,2149,1175,9672,1924,270,49,14662,21590,2153,615
0,E*TRADE FINANCIAL CORP.,Corporate,@etrade,2009-04-17 20:38:01+00:00,84868,537,1574,847,6132,346,14346,26,23571,105853,18020,4424
0,FLUOR CORP,Corporate,@FluorCorp,2010-08-24 21:22:29+00:00,17441,818,1982,268,3252,1495,107,62,14605,32654,957,394
0,GOODYEAR TIRE & RUBBER,Corporate,@goodyear,2013-07-08 20:52:57+00:00,37593,477,4666,285,1514,509,412,76,103746,167159,30555,17559
0,JB HUNT TRANSPORT SERVICES INC,Corporate,@JBHuntDrivers,2009-04-27 21:46:37+00:00,13546,683,2064,196,8215,347,1336,82,6148,14368,2096,361
0,HELMERICH & PAYNE INC,Corporate,@HelmerichPayne,2014-01-09 15:14:52+00:00,638,6,12,8,254,4,6,5,114,1166,27,11
0,QORVO INC,Corporate,@QorvoInc,2014-09-06 00:39:39+00:00,3235,338,476,121,2575,218,15,12,2316,4908,98,137
0,NETAPP INC,Corporate,@NetApp,2008-08-18 22:46:36+00:00,126866,2536,15535,1911,17452,4506,1666,414,74833,114435,3883,3904
0,BED BATH AND BEYOND INC,Corporate,@BedBathBeyond,2011-09-13 13:38:54+00:00,176021,4914,812,813,6413,103,69529,31,49236,38549,16917,747
0,SEAGATE TECHNOLOGY PLC,Corporate,@Seagate,2008-05-13 17:59:45+00:00,188929,3726,13454,1657,18024,760,11421,130,38132,90081,11878,1377
0,SIGNET JEWELERS LTD,Corporate,@SignetJewelers,2021-09-22 19:17:25+00:00,285,26,22,2,56,10,37,2,187,198,35,6
0,KOHLS CORP,Corporate,@Kohls,2009-04-27 22:13:48+00:00,795019,3088,6597,1878,54149,2490,169727,53,461969,796076,285280,89326
0,UNDER ARMOUR A INC,Corporate,@UnderArmour,2009-03-06 20:35:33+00:00,972444,905,10538,3273,13202,1996,17225,126,279479,699127,34970,15069
0,MALLINCKRODT PLC,Corporate,@MNK,2018-04-06 21:52:00+00:00,1473,139,295,22,808,27,34,28,1839,6307,614,154
0,TIFFANY,Corporate,@TiffanyAndCo,2009-11-18 01:52:10+00:00,1818127,119,1358,4830,17725,1186,6542,17,756867,2275279,68078,39180
0,CF INDUSTRIES HOLDINGS INC,Corporate,@CFIndustries,2009-06-18 18:19:07+00:00,2290,95,259,53,770,62,8,20,991,5703,143,139
0,LEGGETT & PLATT INC,Corporate,@leggettandplatt,2009-07-07 21:22:19+00:00,167,2,0,2,0,0,0,0,0,0,0,0
0,AVERY DENNISON CORP,Corporate,@AveryDennison,2010-07-13 05:05:58+00:00,148924,5576,5443,333,4867,1696,174,28,9418,50477,2963,872
0,TORCHMARK CORP,Corporate,@GlobeLife,2009-07-20 15:33:28+00:00,2342,195,1197,42,1919,369,417,51,687,2003,196,55
0,FLOWSERVE CORP,Corporate,@Flowserve,2010-04-19 19:20:10+00:00,6101,160,485,100,1706,158,49,126,2634,5689,161,106
0,UNITED RENTALS INC,Corporate,@United_Rentals,2019-03-12 14:53:19+00:00,0,0,0,0,0,0,0,0,0,0,0,0
0,FMC CORP,Corporate,@FMCCorp,2012-08-02 20:08:12+00:00,3676,318,767,72,2037,223,57,138,3604,14161,125,207
0,ALLEGION PLC,Corporate,@AllegionPlc,2013-06-14 15:28:43+00:00,1803,108,479,60,563,189,34,36,738,1389,48,52
0,UNDER ARMOUR A INC,Corporate,@UnderArmour,2009-03-06 20:35:33+00:00,972446,905,10538,3273,26404,3992,34450,252,558958,1398594,69940,30138
0,TECO ENERGY INC,Corporate,@TECOEnergy,2008-10-29 20:02:47+00:00,4125,9,209,82,765,145,1231,12,1036,1899,449,103
0,JACOBS ENGINEERING GROUP INC,Corporate,@JacobsConnects,2008-03-28 17:22:20+00:00,42069,917,3320,762,13817,1888,319,441,15428,41902,1040,907
0,FMC TECHNOLOGIES INC,Corporate,@FMC_Tech,2010-04-05 19:28:33+00:00,8816,0,1330,166,5,1,20,0,9,21,4,1
0,APARTMENT INVESTMENT & MANAGEMENT,Corporate,@AimcoApts,2009-05-01 23:06:35+00:00,1436,187,1,38,1055,24,3,0,85,164,46,1
0,PULTEGROUP INC,Corporate,@PulteHomes,2008-10-07 14:36:56+00:00,63184,2435,2168,452,5657,377,2283,34,10895,67664,6671,1028
0,SCRIPPS NETWORKS INTERACTIVE INC C,Corporate,@ScrippsNet,2009-10-12 18:21:21+00:00,8877,1273,6411,245,3469,969,276,232,2939,3991,651,54
0,FRONTIER COMMUNICATIONS CORP,Corporate,@FrontierCorp,2009-05-04 16:29:33+00:00,33440,2745,629,249,6364,415,39397,23,4385,10053,6453,381
0,PERKINELMER INC.,Corporate,@PerkinElmer,2010-04-01 14:03:34+00:00,47626,1086,1431,316,6356,1130,129,108,21122,84489,1881,927
0,LEUCADIA NATIONAL CORP,Corporate,@Jefferies,2012-02-13 16:31:55+00:00,4157,28,37,51,333,62,4,2,214,1173,87,24
0,ZIONS BANCORPORATION,Corporate,@ZionsBank,2008-12-03 22:36:53+00:00,4168,815,6457,151,4573,1061,1249,228,2566,11666,306,960
0,SOUTHWESTERN ENERGY,Corporate,@SWN_R2,2012-06-19 15:29:31+00:00,2263,153,284,40,237,151,0,41,401,966,17,42
0,HARMAN INTERNATIONAL INDUSTRIES IN,Corporate,@Harman,2009-03-02 23:23:23+00:00,22981,859,4305,320,3716,1171,522,144,6904,20862,685,544
0,STAPLES INC,Corporate,@Staples,2015-05-18 17:54:44+00:00,5218,3586,2380,92,89,5,6277,1,246,670,324,85
0,RALPH LAUREN CORPORATION,Corporate,@RalphLauren,2009-04-22 20:58:38+00:00,2324887,325,2841,4355,5913,504,267,29,527789,1732957,27911,24399
0,ASSURANT INC,Corporate,@Assurant,2012-06-06 13:47:18+00:00,3866,1337,247,68,2372,409,6659,21,721,1787,892,121
0,ROBERT HALF,Corporate,@roberthalf,2008-10-07 21:22:43+00:00,24205,9149,16042,564,9156,2064,668,81,14445,12501,902,2177
0,NRG ENERGY INC,Corporate,@nrgenergy,2009-04-18 13:25:58+00:00,24725,805,4456,554,3204,936,425,121,11625,17844,1224,473
0,MURPHY OIL CORP,Corporate,@MurphyOilCorp,2008-07-31 15:50:23+00:00,68,0,0,1,0,0,0,0,0,0,0,0
0,GARMIN LTD,Corporate,@Garmin,2008-07-05 10:35:39+00:00,216205,591,9228,2549,6899,968,57253,49,25260,73409,12224,3030
0,H&R BLOCK INC,Corporate,@HRBlock,2007-11-27 23:50:12+00:00,39192,6440,3648,664,5437,410,24410,61,23469,58983,11948,3319
0,NORDSTROM INC,Corporate,@Nordstrom,2008-06-18 20:29:56+00:00,700521,50071,4321,5372,1266522,677,262586,16,412081,1136703,38523,12732
0,TEGNA INC,Corporate,@TEGNA,2009-04-22 01:11:48+00:00,9488,1403,9712,131,4215,1366,76,253,9655,24069,1542,2311
0,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2010-10-28 14:59:38+00:00,3101,164,253,93,2210,206,1723,44,719,1802,279,70
0,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2010-10-05 15:22:53+00:00,21400,3516,4493,810,25541,1773,1602,70,28882,29897,2374,997
0,NAVIENT CORP,Corporate,@Navient,2014-05-13 15:48:21+00:00,4382,332,1370,60,2439,211,8861,120,1762,5770,2676,719
0,NEWS CORP CLASS A,Corporate,@newscorp,2013-06-14 13:56:42+00:00,27125,16,0,273,243,16,0,1,1018,860,684,179
0,GAP INC,Corporate,@GapInc,2010-10-25 20:56:38+00:00,12871,137,1001,212,4904,965,672,61,12752,22859,1719,653
